event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
YEM97708,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,,,,"South Red Sea",16.1382,41.4067,3,"AP; Reuters; Yemeni Army - Houthi",Other-International,"On 16 March 2025, Houthi forces fired a missile (exact type unclear) that fell down over the South Red Sea off the coast of Yemen. The missile was part of a barrage of 18 drones, ballistic missiles and 'winged' cruise missiles in total fired by the Houthis targeting the US aircraft carrier USS Harry S. Truman and nearby destroyers in the North Red Sea.",0,,1747779363,0,0,0,0
YEM97488,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,"Amanat al Asimah","Al Wahdah",,"Sanaa - Al Wahdah",15.3352,44.1868,2,"Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi; Ansar Allah; USCENTCOM",Other-National,"On 16 March 2025, US forces conducted strikes targeting As Siteen street in front of Yemen Petroleum Company in Al Wahdah district (coded to district center Sanaa - Al Wahdah) and on Ath Thawrah complex in Sanaa - Nuqum (Assafiyah, Amanat al Asimah). Casualties unknown. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day.",0,,1753954407,48951,48951,48951,48951
YEM97679,2025-03-16,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Aid Workers (Yemen); UN: United Nations; WFP: World Food Programme",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Sadah,Sahar,,"Uzlat At Talh",17.0183,43.6819,1,"Aden al Ghad; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window",National,"On 16 March 2025, Houthi forces abducted a number of WFP employees from the WFP warehouse on At Talh road (Sahar, Sadah) on charges of 'espionage' following the US air strikes on a construction site in the area. Houthi forces raided and looted the warehouses of WFP under the pretext of security reasons. The employees were taken to an unknown location.",0,,1762829607,34425,65677,170094,65677
IRQ63353,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Erbil,Rawanduz,Bradost,"Wadi Khakurik",36.9599,44.6039,2,"People's Defense Forces",Other,"On 16 March 2025, Turkish army forces carried out airstrikes and shelling against PKK militants in the Sinine area (Kurdish name) in the Xakurke (Wadi Khakurik) region (Rawanduz, Erbil). Casualties unknown.",0,,1753954518,0,0,53,53
YEM97703,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of the United States (2025-)",,"External/Other forces","State forces-External/Other forces",,887,"Middle East",Yemen,,,,"Red Sea",21.2712,38.2520,3,"AFP; Al Masirah; Ansar Allah; Yemen News Agency (SABA) - Houthi; Yemeni Army - Houthi",Other-Subnational,"On 16 March 2025, Houthi forces claimed to have launched within the 'last 24 hours' an unspecified number of drones, ballistic, and cruise missiles targeting US aircraft carrier USS Harry S. Truman and nearby destroyers in the Red Sea. There were no fatalities or injuries as the drones and missiles likely impacted the water before reaching the intended target. The Houthi attack was in retaliation for a series of US strikes targeting Houthi sites in Yemen that started on 15 March. The Houthis had previously claimed another attack on the USS Harry S. Truman that was intercepted by US forces (coded separately). The attack was not confirmed by other sources.",0,,1753954407,0,0,0,0
IRQ65219,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Erbil,Rawanduz,Bradost,Kawla,36.8919,44.6311,2,"People's Defense Forces",Other,"On 16 March 2025, Turkish army forces carried out airstrikes and shelling against PKK militants in the Kendekola (Kawla) area (Kurdish name) in the Xakurke (Wadi Khakurik) region (Rawanduz, Erbil). Casualties unknown.",0,,1753954518,139,205,647,647
IRQ63348,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya","Jabal Zangil",37.0008,43.6198,2,"People's Defense Forces",Other,"On 16 March 2025, Turkish army warplanes carried out airstrikes against PKK forces in the Gire Zengil (Jabal Zangil) area in Al Amadiya district, Duhok. Casualties unknown.",0,,1753954518,1,4,14,14
LBN33531,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2024-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,"Al Hermel",,"Hosh Bint Ismail",34.4551,36.4840,2,"El Nashra; L'Orient Le Jour",National,"On 16 March 2025, the new Syrian military forces fired artillery shells targeting Hosh Al-Sayyid Ali town (coded to Hosh Bint Ismail) (Al Hermel, Baalbek-Hermel). A house was struck by the shelling. There were no casualties. This took place amid new confrontations between Syrian forces and Lebanese clans, including Jaafar and Zaiter, engaged in smuggling operations for Hezbollah.",0,,1753954662,305,413,468,468
LBN33534,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2024-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,"Al Hermel",,Kouakh,34.4670,36.3906,1,"L'Orient Le Jour",National,"On 16 March 2025, the new Syrian military forces fired artillery shells targeting Kouakh town (Al Hermel, Baalbek-Hermel). There were no casualties. This took place amid new confrontations between Syrian forces and Lebanese clans, including Jaafar and Zaiter, engaged in smuggling operations for Hezbollah.",0,,1753954662,331,506,655,655
LBN33535,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2024-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,"Al Hermel",,"Salhat el Ma",34.4760,36.3809,1,"L'Orient Le Jour",National,"On 16 March 2025, the new Syrian military forces fired artillery shells targeting Salhat el Ma town (Al Hermel, Baalbek-Hermel). There were no casualties. This took place amid new confrontations between Syrian forces and Lebanese clans, including Jaafar and Zaiter, engaged in smuggling operations for Hezbollah.",0,,1753954662,19,625,625,625
SYR142109,2025-03-16,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Syria (2024-)",,"State forces","Unidentified Clan Militia (Lebanon)","Hezbollah; Smugglers (Lebanon)","Identity militia","State forces-Identity militia",,760,"Middle East",Syria,Homs,"Al Qusayr","Al Qusayr","Hosh al Sayed Ali",34.4604,36.4965,2,"North Press Agency; The Euphrates Post",Other-National,"On 16 March 2025, armed clashes took place between the Syrian army and Lebanese clan militias loyal to Hezbollah along the Syrian-Lebanese border, coded to Hosh al Sayed Ali in the countryside of Homs. This took place amid new confrontations between Syrian forces and Lebanese clans, engaged in smuggling operations for Hezbollah, following the death of 4 Syrian soldiers. Casualties unknown.",0,,1751322300,1077,1155,1157,1157
SYR142178,2025-03-16,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Hama,Masyaf,Oj,Mreimin,34.8864,36.4340,2,SOHR,Other,"On 16 March 2025, an unidentified armed group shot and killed two civilians from Mreimin village, who were working as security guards, for unknown reasons in an unspecified location, coded to Mreimin in the countryside of Hama. 2 fatalities.",2,,1762291933,4234,6009,12074,12074
IRQ63349,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Erbil,Rawanduz,Bradost,Lolan,36.9621,44.8040,2,"People's Defense Forces",Other,"On 16 March 2025, Turkish army forces carried out airstrikes and shelling against PKK militants in the Lolan area in the Rawanduz district of Erbil. Casualties unknown.",0,,1753954518,1,16,45,45
YEM97458,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces","Military Forces of Yemen (2017-) Houthi",,"State forces","State forces-External/Other forces",,887,"Middle East",Yemen,"Al Hudaydah","As Salif",,"As Salif Port",15.3161,42.6717,1,"Al Mashhad Al Yemeni - Pro-IRG; Al Masirah; Ansar Allah; Basha Report; Twitter; Undisclosed Source; USCENTCOM; Xinhua; Yemen News Agency (SABA) - Houthi; Yemen Window","Local partner-Other","On 16 March 2025, evening, US forces conducted 2 strikes targeting the command tower of Galaxy Leader in As Salif Port (As Salif, Al Hudaydah). Casualties unknown. According to one source, the tower was used a surveillance and targeting tower by the Houthis for their attacks in the Red Sea. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day. The Houthi force hijacked the Galaxy Leader carrier on November 2023 in the international waters of the South Red Sea claiming Israeli affiliation of the ship, it was taken to the Red Sea port city of Hudaydah.",0,,1753954407,3333,8519,8555,8555
YEM97528,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces","Military Forces of Yemen (2017-) Houthi","Civilians (Yemen)","State forces","State forces-External/Other forces",,887,"Middle East",Yemen,Hajjah,Mabyan,,Mabyan,15.7377,43.5570,2,"Al Sahil Al Gharbi; Ansar Allah; BBC News; Undisclosed Source; USCENTCOM; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 16 March 2025, US forces conducted 1 strike targeting Houthi military sites in Mabyan district (coded to district center Mabyan) (Hajjah). Casualties unknown. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day. Sources reported at least 53 fatalities, including 25 civilian fatalities, and at least 98 injuries, including Houthi commanders and soldiers, in total across 2 days of airstrikes from March 15 to March 16. All 25 civilian fatalities were confirmed to specific events, while 10 Houthi fatalities were coded to specific airstrikes that killed an unspecified number of Houthi leaders in Amanat al Asimah on 15 March. The remaining 18 Houthi fatalities were coded to 5 airstrikes targeting Houthi sites in Sanaa, Sadah, Hajjah, Taizz and Al Bayda governorates. 4 fatalities coded to this location.",4,,1753954407,17835,30556,62256,62256
YEM97658,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,Sadah,Majz,,Dahyan,17.0636,43.6039,1,"Ansar Allah; Undisclosed Source; USCENTCOM; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 16 March 2025, US forces conducted 1 strike targeting Dahyan Power Station in Dahyan (Majz), 1 strike in Wadi Alaf region (Sahar), 2 strikes on a house in At Talh (Sahar), and 3 strikes at farmers grazing goats in Al Sabaa area in Sahar district (coded to district center Al Khafji) (Sadah). Casualties unknown. The raids at Al Sabaa resulted in the killing of 100 goats. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day.",0,,1762829607,21730,33670,86164,86164
YEM97677,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,Sadah,Sahar,,"Al Khafji",16.9861,43.6798,2,"Ansar Allah; Undisclosed Source; USCENTCOM; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 16 March 2025, US forces conducted 1 strike targeting Dahyan Power Station in Dahyan (Majz), 1 strike in Wadi Alaf region (Sahar), 2 strikes on a house in At Talh (Sahar), and 3 strikes at farmers grazing goats in Al Sabaa area in Sahar district (coded to district center Al Khafji) (Sadah). Casualties unknown. The raids at Al Sabaa resulted in the killing of 100 goats. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day.",0,,1762829607,9763,34549,85254,85254
YEM97678,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,Sadah,Sahar,,"Uzlat At Talh",17.0183,43.6819,1,"Ansar Allah; Undisclosed Source; USCENTCOM; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 16 March 2025, US forces conducted 1 strike targeting Dahyan Power Station in Dahyan (Majz), 1 strike in Wadi Alaf region (Sahar), 2 strikes on a house in At Talh (Sahar), and 3 strikes at farmers grazing goats in Al Sabaa area in Sahar district (coded to district center Al Khafji) (Sadah). Casualties unknown. The raids at Al Sabaa resulted in the killing of 100 goats. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day.",0,,1762829607,34425,65677,170094,170094
YEM97680,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,Sadah,Sahar,,"Wadi Alaf",16.8699,43.6822,2,"Ansar Allah; BBC News; Undisclosed Source; USCENTCOM; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 16 March 2025, US forces conducted 1 strike targeting Dahyan Power Station in Dahyan (Majz), 1 strike in Wadi Alaf region (Sahar), 2 strikes on a house in At Talh (Sahar), and 3 strikes at farmers grazing goats in Al Sabaa area in Sahar district (coded to district center Al Khafji) (Sadah). Casualties unknown. The raids at Al Sabaa resulted in the killing of 100 goats. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day.",0,,1753954407,1585,4769,17324,17324
YEM97702,2025-03-16,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of the United States (2025-)",,"External/Other forces","Military Forces of Yemen (2017-) Houthi",,"State forces","State forces-External/Other forces",,887,"Middle East",Yemen,,,,"Red Sea",21.2712,38.2520,3,"Al Masirah; Ansar Allah; AP; Reuters; Undisclosed Source; Yemen News Agency (SABA) - Houthi; Yemeni Army - Houthi","Local partner-Other","Interception: On 16 March 2025, US warplanes intercepted 11 drones launched by Houthi forces and targeting the US aircraft carrier USS Harry S. Truman and nearby destroyers in the Red Sea, while Houthi forces claimed to have launched 18 drones, ballistic missiles and 'winged' cruise missiles in total. The Houthi attack was in retaliation for a series of US strikes targeting Houthi sites in Yemen that started on 15 March.",0,,1753954407,0,0,0,
SYR142872,2025-03-16,2025,1,"Political violence",Battles,"Armed clash","Unidentified Clan Militia (Lebanon)","Hezbollah; Smugglers (Lebanon)","Identity militia","Military Forces of Syria (2024-)",,"State forces","State forces-Identity militia",,760,"Middle East",Syria,Homs,"Al Qusayr","Al Qusayr",Haweek,34.5474,36.4227,2,SOHR,Other,"On 16 March 2025, armed clashes erupted between Syrian military forces and Lebanese clans affiliated with Hezbollah in Al Hermel area, from the direction of Haweek area in in the countryside of Homs. This took place amid new confrontations between Syrian forces and Lebanese clans, engaged in smuggling operations for Hezbollah, following the death of 4 Syrian soldiers. Casualties unknown.",0,,1753970546,444,767,944,944
SYR143704,2025-03-16,2025,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)","Alawite Muslim Group (Syria)",Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Hama,Hama,Harbanifse,Talaf,34.9119,36.5594,1,SNHR,"Local partner-Other","Around 16 March 2025 (week of), the bodies of two Alawite men who are brothers were found in Talaf village in rural Hama, killed by their abductors after having gone missing several days prior. The victims are from Mreimen village in rural Homs. 2 fatalities.",2,,1762291933,5681,7252,8427,8427
YEM104183,2025-03-16,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2025-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,1,"Undisclosed Source; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 16 March 2025, US forces conducted strikes targeting Jabal Attan in Sanaa - Attan (Bani Matar), Jirban area in Sanhan district (coded to Amad) (Sanaa) and an unspecified location in Sanaa city (Amanat Al Asimah). Casualties unknown. CENTCOM conducted a nationwide military campaign against Houthis in Yemen without providing locations of raids while Houthi sources reported raids on 8 different governorates that day.",0,,1753954407,47396,47462,47462,47462
YEM104186,2025-03-16,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","West Coast Joint Forces",,"Political militia","State forces-Political militia",,887,"Middle East",Yemen,"Al Hudaydah",Hays,,"Al Muharraq",13.9091,43.5796,2,"Undisclosed Source","Local partner-Other","On 16 March 2025, Houthi forces exchanged limited mortar and artillery fire with the pro-IRG forces (coded as WCJF) in the frontlines of Nakhlah Valley (Hays), Al Muharraq (Hays), Al Jarabah area in Hays district (coded to district center Hays), Ar Rawn (Hays) (Al Hudaydah). Casualties unknown.",0,,1752550320,299,283,554,554
YEM104187,2025-03-16,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","West Coast Joint Forces",,"Political militia","State forces-Political militia",,887,"Middle East",Yemen,"Al Hudaydah",Hays,,Nakhlah,13.9133,43.5625,2,"Undisclosed Source","Local partner-Other","On 16 March 2025, Houthi forces exchanged limited mortar and artillery fire with the pro-IRG forces (coded as WCJF) in the frontlines of Nakhlah Valley (Hays), Al Muharraq (Hays), Al Jarabah area in Hays district (coded to district center Hays), Ar Rawn (Hays) (Al Hudaydah). Casualties unknown.",0,,1771892277,1569,1956,2383,2383
YEM104188,2025-03-16,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","West Coast Joint Forces",,"Political militia","State forces-Political militia",,887,"Middle East",Yemen,"Al Hudaydah",Hays,,"Al Jarbah",13.9152,43.5808,2,"Undisclosed Source","Local partner-Other","On 16 March 2025, Houthi forces exchanged limited mortar and artillery fire with the pro-IRG forces (coded as WCJF) in Nakhlah Valley, Al Muharraq, and Al Jarbah fronts (Hays, Al Hudaydah). Casualties unknown.",0,,1754354946,238,398,420,420
