event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SYR139912,2025-01-19,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)","Farmers (Syria)",Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Lattakia,"Al Haffa",Kansaba,"Tall Qarmil",35.7750,36.1445,1,"Rasd Network; SNHR","Local partner-Other","On 19 January 2025, a landmine planted by unidentified gunmen during previous battles in Tall Qarmil village in rural Lattakia detonated, killing two men who were collecting firewood and are from Jisr ash Shughur in rural Idleb. 2 fatalities.",2,,1762291933,37,82,82,82
SYR139919,2025-01-19,2025,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Lattakia,Lattakia,Lattakia,Demsarkho,35.5539,35.7767,1,"Rasd Network; SOHR",Other-National,"Around 19 January 2025 (week of), the body of a young man was discovered in the cemetery of Demsarkho village in the countryside of Lattakia, killed by an unidentified armed group, three days after being reported missing. Another body was found on the same day, with the victim reported missing since 6 January. 2 fatalities.",2,,1762291933,8411,66183,100112,100112
SYR139938,2025-01-19,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,"Rural Damascus","Rural Damascus",Kisweh,Murjanah,33.2333,36.3716,1,"Dar'a 24",National,"On 19 January 2025, an unidentified armed group kidnapped a civilian and looted his house in the village of Murjanah in the countryside of Rural Damascus for unknown reasons.",0,,1762291933,235,560,1323,560
YEM103758,2025-01-19,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades","Southern Resistance","State forces","State forces-State forces",,887,"Middle East",Yemen,"Ad Dali","Al Azariq",,Tuwarsah,13.6128,44.5408,2,"Undisclosed Source","Local partner-Other","On 19 January 2025, Houthi forces clashed with the 5th Southern Resistance Brigade and the 6th Saiqa Brigade in Tuwarsah front (Al Azariq, Ad Dali). The clashes resulted in the killing of 4 and injury of 7 Houthi fighters, and the killing of 1 and the injury of 4 STC soldiers. 5 total fatalities.",5,,1770676302,643,1392,2209,2209
YEM103759,2025-01-19,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council","Military Forces of Yemen (2022-2026) Presidential Leadership Council - Presidential Guard; Southern Resistance","State forces","State forces-State forces",,887,"Middle East",Yemen,Abyan,Lawdar,,"Aqabat al Halhal",14.0645,46.0306,2,"Undisclosed Source","Local partner-Other","On 19 January 2025, Houthi forces clashed with Southern Resistance forces, the 115th Infantry Brigade (coded as IRG generic forces), and the 2nd Presidential Guard Brigade forces along the fronts of Aqabat al Halhal and Aqabat Thirah (Lawdar, Abyan). Casualties unknown.",0,,1770676302,89,304,972,972
ARE51,2025-01-19,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of the United Arab Emirates (2022-)",,"State forces","Civilians (Sudan)",,Civilians,"State forces-Civilians","Civilian targeting",784,"Middle East","United Arab Emirates",Dubai,"Sector 2",,"Dubai International Airport",25.2528,55.3644,1,"Al Taghyeer (Sudan); Ultra Sudan",International,"On 19 January 2025, UAE state security forces arrested a Sudanese opposition politician at Dubai International Airport (Dubai) while he was preparing to leave the country. He has been arrested without official charges, denied access to a lawyer, and his family has been prevented from seeing him. He was taken to an unspecified destination. The man publicly criticized the RSF forces in Sudan, which are supported by the UAE government.",0,,1756165952,6323,32192,289453,32192
IRQ62248,2025-01-20,2025,2,"Political violence",Battles,"Armed clash","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya",Amadiya,37.0921,43.4877,2,"Anadolu Agency; Beyaz Gazete",Regional,"Around 20 January 2025 (as reported), Turkish army forces killed, injured, or captured a total of 2 PKK militants via unspecified means in Operation Claw Lock area (coded as Al Amadiya district, Duhok) and the Gara mountain (Chiya-e Gara) region (Al Amadiya, Duhok). Fatalities coded to 0.",0,,1753954492,2908,6462,8158,8158
IRQ62249,2025-01-20,2025,2,"Political violence",Battles,"Armed clash","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya","Chiya-e Gara",37.0394,43.5175,2,"Anadolu Agency; Beyaz Gazete",Regional,"Around 20 January 2025 (as reported), Turkish army forces killed, injured, or captured a total of 2 PKK militants via unspecified means in Operation Claw Lock area (coded as Al Amadiya district, Duhok) and the Gara mountain (Chiya-e Gara) region (Al Amadiya, Duhok). Fatalities coded to 0.",0,,1753954492,4,9,179,179
LBN32684,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Es Sedaneh",33.3464,35.7135,1,"El Nashra; Liveuamap; National News Agency Lebanon","Local partner-New media","On 20 January 2025, the Israeli military fired artillery shells targeting Es Sedaneh (Hasbeiya, Al Nabatieh). There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1753954662,9,200,483,483
LBN32694,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Wadi Saluki",33.2154,35.4873,1,"El Nashra; National News Agency Lebanon",National,"On 20 January 2025, the Israeli military used machine gunfire towards Wadi Saluki in the vicinity of Houla town (Marjayoun, Al Nabatieh). There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1753954662,114,527,527,527
PSE66894,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Palestine (1994-)",,"State forces","PIJ: Katibat Jenin",,"Political militia","State forces-Political militia",,275,"Middle East",Palestine,"West Bank",Jenin,,"Jenin - Jenin Camp",32.4605,35.2882,1,"Ma'an News Agency",National,"On 20 January 2025, Palestinian forces exchanged fire with Katibat Jenin (PIJ) in Jenin - Jenin Camp (Jenin, West Bank). There were no casualties.",0,,1738026290,12452,16652,16717,16717
PSE66956,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Till,32.2007,35.2129,2,"PLO Negotiations Affairs Department",Other,"On 20 January 2025, Israeli forces beat up a Palestinian on the Al Murabaa checkpoint, near Till (Nablus, West Bank), causing him to suffer from bruises. The Palestinian was hospitalized.",0,,1753956656,3632,5334,5334,5334
PSE66958,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Jericho,,Jericho,31.8667,35.4500,1,"PLO Negotiations Affairs Department",Other,"On 20 January 2025, Israeli forces beat up a Palestinian at the southern entrance of Jericho city (Jericho, West Bank), causing him to suffer from cuts and bruises.",0,,1753956656,4779,11525,21483,11525
PSE66966,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Settlers (Israel)",,"Political militia","Civilians (Palestine)","Farmers (Palestine)",Civilians,"Political militia-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Bethlehem,,Kisan,31.6108,35.2245,1,"Palestine News and Information Agency",National,"On 20 January 2025, Israeli settlers released dogs to attack a Palestinian farmer in Kisan (Bethlehem, West Bank), causing injuries to the farmer. The farmer was hospitalized.",0,,1754411177,166,166,166,166
PSE67026,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip","Gaza City",,"Gaza - Nezarim",31.4840,34.4056,2,Liveuamap,"Local partner-New media","On 20 January 2025, Israeli forces shot at a group of people near Gaza - Nezarim corridor (Gaza City, Gaza Strip) injuring 2. This event occurred during the first stage of a 42-day ceasefire that began at 12:30pm on 19 January 2025.",0,,1753956656,2039,4447,4447,4447
SYR139614,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,"Rebel group","Asayish (Syria)",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh",Shadadah,"Al Sab'a Wa Arba'en",36.0824,40.6552,2,"North Press Agency; SOHR",Other,"On 20 January 2025, ISIL members attacked an Asayish checkpoint on the road of Al Sab'a Wa Arba'en village in the countryside of Al Hasakeh. During the clashes, one ISIL member was wounded and detained by Asayish forces and he later he succumbed to his injuries. 1 fatality.",1,,1759187423,408,506,1031,1031
SYR139631,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-External/Other forces",,760,"Middle East",Syria,"Al Hasakeh",Quamishli,Qahtaniyyeh,Qahtaniyyah,37.0284,41.5473,1,"Alkhabour; Liveuamap; SHAAM","Local partner-New media","On 20 January 2025, Turkish forces conducted a drone strike targeting a QSD position in the town Qahtaniyyah in the countryside of Al Hasakeh. Casualties unknown.",0,,1770078493,19668,31273,32750,32750
SYR139634,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,"Rebel group","Asayish (Syria)",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,"Al Hasakeh",Quamishli,"Tal Hmis",Jazaa,36.6850,41.6930,1,SOHR,Other,"On 20 January 2025, an ISIL member attacked an Asayish checkpoint in the village of Jazaa in the countryside of Al Hasakeh. During the clashes, the ISIL member was killed. 1 fatality.",1,,1759187423,452,562,1084,1084
SYR139641,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","JWS: Syrian National Army","Rebel group","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,"Al Hasakeh","Ras Al Ain","Ras Al Ain","Abu Rasin",36.8465,40.3284,1,"Alkhabour; SHAAM",Subnational-National,"On 20 January 2025, JWS forces, operating under OPS, shelled QSD positions in the town of Abu Rasin in the countryside of Al Hasakeh with artillery. Casualties unknown.",0,,1759187423,1944,2350,2568,2568
SYR139725,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,Aleppo,Menbij,"Abu Qalqal","Al Qashla",36.4024,38.1774,1,SOHR,Other,"On 20 January 2025, Turkish forces conducted airstrikes targeting the village of Al Qashla in the countryside of Aleppo. Casualties unknown.",0,,1759187423,57,897,934,934
SYR139765,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Sefsafa Communal Militia (Syria)",,"Identity militia","Sefsafa Communal Militia (Syria)",,"Identity militia","Identity militia-Identity militia",,760,"Middle East",Syria,"Ar Raqqa","Ath Thawrah",Mansura,Sefsafa,35.8345,38.6111,1,"Alkhabour; SHAAM",National,"On 20 January 2025, armed clashes took place between two families in the village of Sefsafa in the countryside of Ar Raqqa. Casualties unknown.",0,,1759187423,160,464,2184,2184
SYR139771,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-External/Other forces",,760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Ein Issa","Ein Issa",36.3837,38.8628,2,Liveuamap,"Local partner-New media","On 20 January 2025, Turkish forces conducted a drone strike targeting a QSD position in the eastern countryside of Ein Issa town in the countryside of Ar Raqqa. Casualties unknown.",0,,1759187423,2662,5753,5874,5874
SYR139780,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","JWS: Syrian National Army","Rebel group","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Tell Abiad",Koltepeh,36.7541,38.6584,2,"Alkhabour; SHAAM",National,"On 20 January 2025, JWS forces, operating under OPS, shelled QSD positions on the western axis of Tell Abiad town, coded to Koltepeh in Ar Raqqa province. Casualties unknown.",0,,1759187423,133,176,217,217
YEM96427,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Marib,Marib,,"Jabal al Balaq ash Sharqi",15.3071,45.3860,2,"Aden al Ghad; Al Masdar; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Mareb Press",Subnational-National,"On 20 January 2025, IRG forces clashed with Houthi forces using artillery and heavy weapons on Jabal al Balaq ash Sharqi, Al Akd, and Al Burah (coded to Arak) fronts (Marib), causing 'human losses' among Houthi forces and destroying military equipment. Unclear fatalities coded as 3 on the Houthi side. 3 fatalities split across 3 events. 1 fatality coded to this event.",1,,1770676350,22,22,35,35
YEM96428,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Marib,Marib,,"Al Akd",15.3360,45.3591,2,"Aden al Ghad; Al Masdar; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Mareb Press",Subnational-National,"On 20 January 2025, IRG forces clashed with Houthi forces using artillery and heavy weapons on Jabal al Balaq ash Sharqi, Al Akd, and Al Burah (coded to Arak) fronts (Marib), causing 'human losses' among Houthi forces and destroying military equipment. Unclear fatalities coded as 3 on the Houthi side. 3 fatalities split across 3 events. 1 fatality coded to this event.",1,,1770676350,3,30,39,39
PSE67021,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,275,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Al Fukhari",31.2952,34.3332,1,"Quds News Network",National,"On 20 January 2025, Israeli forces stationed on the buffer zone opened fire (likely machine gun) at the eastern areas of Al Fukhari (Khan Yunis, Gaza Strip). Casualties unknown. This event occurred during the first stage of a 42-day ceasefire that began at 12:30pm on 19 January 2025.",0,,1753956656,1085,8328,8603,8603
PSE67022,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,275,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,1,"Quds News Network",National,"On 20 January 2025, Israeli forces stationed on the buffer zone opened fire (likely machine gun) at the eastern areas of Khuzaa (Khan Yunis, Gaza Strip). Casualties unknown. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1753956656,13087,16480,16488,16488
PSE67023,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,275,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,"Abasan al Jadidah",31.3416,34.3459,1,"Newpress; Quds News Network; Twitter","New media-National","On 20 January 2025, Israeli forces stationed on the buffer zone opened fire (likely machine gun) at the eastern Abasan al Jadidah (Khan Yunis, Gaza Strip). Casualties unknown. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1753956656,10065,24443,24445,24445
PSE67024,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,275,"Middle East",Palestine,"Gaza Strip",Rafah,,"Al Mawasi (Rafah)",31.3294,34.2299,1,"Newpress; Twitter","New media-National","On 20 January 2025, Israeli artillery fired at southern Al Mawasi (Rafah) (Rafah), Gaza Strip). Casualties unknown. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1762829569,1853,4578,4578,4578
PSE67020,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip",Rafah,,Yibna,31.2842,34.2482,2,"Palestine News and Information Agency; Quds News Network",National,"On 20 January 2025, a suspicious object, likely an Israeli unexploded ordnance [UXO], exploded in Soufa area, east of Rafah, coded to Yibna (Rafah, Gaza Strip) killing 1 person and injuring another. This event occurred during the first stage of a 42-day ceasefire that began at 12:30pm on 19 January 2025.",1,,1753956656,12563,12563,12563,12563
SYR139727,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","JWS: Syrian National Army",,"Rebel group","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,Aleppo,Menbij,"Abu Qalqal","Kherbet Zamala",36.3380,38.1599,1,SOHR,Other,"On 20 January 2025, JWS fighters attacked QSD posititons in Kherbet Zamala in rural Aleppo, triggering clashes between both in conjunction with a QSD drone targeting five JWS military vehicles nearby, killing two JWS fighters, injuring two QSD fighters and destroying five JWS military vehicles. 2 fatalities.",2,,1770676302,1506,1849,2466,2466
YEM96708,2025-01-20,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Labor Group (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Ibb,"Al Mashannah",,Ibb,13.9408,44.1773,3,"Al Harf 28; Khabar News Agency (Yemen)",National,"On 20 January 2025, Houthi forces abducted 1 qat vendor from an unspecified qat market in Ibb governorate (coded to governorate capital Ibb). The victim was found dead with signs of torture around 6 February (coded as a separate event). The reason behind the abduction was not reported.",0,,1762820001,56426,63237,63919,63237
SYR139685,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","JWS: Syrian National Army","External/Other forces","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-External/Other forces",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,Sarin,36.5859,38.3009,1,"Alkhabour; Halab Today; Liveuamap; SHAAM; SOHR","Local partner-New media","On 20 January 2025, Turkish forces conducted airstrikes targeting an olive oil press near Sarin town the in the countryside of Aleppo. Additionally, JWS forces shelled QSD position in the town. Casualties unknown.",0,,1759187423,4774,16277,18415,18415
SYR139877,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Hama,Muhradah,Muhradah,Muhradah,35.2466,36.5745,1,SOHR,Other,"On 20 January 2025, an unidentified armed group killed three individuals in the town of Muhradah in the countryside of Hama, for unknown reasons. 3 fatalities.",3,,1762291933,30731,80743,81279,81279
SYR139879,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Police Forces of Syria (2024-)",,"State forces","Bedouins Tribal Militia (Syria)",,"Identity militia","State forces-Identity militia",,760,"Middle East",Syria,Hama,Muhradah,Muhradah,Sifsafiyeh,35.2638,36.4771,1,SOHR,Other,"On 20 January 2025, police forces clashed with Sifsafiyeh al Shamarkha Bedouin militia in Sifsafiyeh village in rural Hama after police forces raided the village to arrest a local young man. There were no casualties.",0,,1742254432,5151,5774,15975,15975
PSE67019,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.2870,34.2595,1,"Palestine News and Information Agency; Quds News Network",National,"On 20 January 2025, an Israeli quadcopter drone dropped a bomb on Rafah city (Rafah, Gaza Strip) injuring 3 people. In the same location, Israeli forces killed 2 people, including one child with a sniper and shot at other people in the city injuring 8 others. Total confirmed fatalities is 2. This event occurred during the first stage of a 42-day ceasefire that began at 12:30pm on 19 January 2025.",2,,1762829569,19636,36022,38750,38750
PSE67102,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip",Rafah,,Rafah,31.2870,34.2595,1,"Palestine News and Information Agency; UN (unspecified)",Other-National,"On 20 January 2025, a suspicious object, likely an Israeli unexploded ordnance [UXO], exploded in Rafah city (Rafah, Gaza Strip), injuring 3 children. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1762829569,19636,36022,38750,38750
SYR139677,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","QSD: Syrian Democratic Forces",,"Rebel group","JWS: Syrian National Army","Military Forces of Turkey (2016-)","Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Sad Tishreen",36.3814,38.1833,2,"Alkhabour; Liveuamap; SHAAM; SOHR; The Euphrates Post","Local partner-New media","On 20 January 2025, QSD forces conducted suicide drone attacks targeting JWS vehicles on the Sad Tishreen front in the countryside of Aleppo, killing 12 JWS members. Additionally, they carried out an infiltration operation against JWS positions in the area, amid shelling and airstrikes by Turkish forces on QSD forces, wounding 10 QSD members. On the same day, QSD announced the death of five of its members on this front. 17 fatalities.",17,,1759187423,2417,6144,15446,15446
SYR139678,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Sad Tishreen",36.3814,38.1833,2,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the vicinity of Sad Tishreen in the countryside of Aleppo, killing one woman. 1 fatality.",1,,1762291933,2417,6144,15446,15446
SYR139697,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"Al Bab",Arima,"Bir Tafreeah",36.3539,37.6765,1,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the village of Bir Tafreeah in the countryside of Aleppo, wounding one child. There were no fatalities.",0,,1762291933,345,1301,1901,1901
SYR139699,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"Al Bab",Arima,Korhyok,36.4986,37.6416,1,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the village of Korhyok in the countryside of Aleppo, killing one civilian and wounding another. 1 fatality.",1,,1762291933,303,371,1388,1388
SYR139711,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"As Safira",Khanaser,"Tall Durayhim",35.7893,37.7174,2,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in Tall Durayhim area in the countryside of Aleppo, killing one civilian. 1 fatality.",1,,1762291933,172,490,815,815
SYR139897,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Homs,Tadmor,Sokhneh,Al-Kadeer,35.2736,38.8425,1,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the village of Al-Kadeer in the countryside of Homs, killing one young girl and wounding others. 1 fatality.",1,,1762291933,150,159,162,162
SYR139899,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Homs,Tadmor,Sokhneh,Sokhneh,34.8832,38.8700,2,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the badia of Sokhneh in the countryside of Homs, killing one civilian. 1 fatality.",1,,1762291933,1530,2592,3081,3081
SYR139906,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Military Forces of Syria (2024-)",,"State forces","State forces-Political militia",,760,"Middle East",Syria,Idleb,Idleb,Saraqab,Dadikh,35.8020,36.7336,2,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the vicinity of Dadikh village in the countryside of Idleb, killing one member of military forces of Syria and wounding another. 1 fatality.",1,,1762291933,3035,3681,4039,4039
SYR139907,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,Saraqab,Jobas,35.8373,36.7609,1,SOHR,Other,"On 20 January 2025, a landmine planted by an unidentified armed group during previous battles detonated in the village of Jobas in the countryside of Idleb, killing one civilian and wounding another while they were dismantling it. 1 fatality.",1,,1762291933,2364,2958,3043,3043
SYR139908,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)","Aid Workers (Syria); Syrian Civil Defence",Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Lattakia,"Al Haffa",Kansaba,"Ain al Ghazal",35.7652,36.1319,1,"Halab Today; SOHR",Other-National,"On 20 January 2025, a landmine from previous clashes planted by unknown gunmen, exploded at the entrance of Ain al Ghazal town in Lattakia countryside, while Syrian Civil Defence members were working to open the roads and removing barriers, injuring a civilian and two Syrian Civil Defence members. There were no fatalities.",0,,1762291933,47,66,66,66
SYR139818,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Tribal and Clan Forces",,"Identity militia","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Identity militia",,760,"Middle East",Syria,"Deir ez Zor","Al Mayadin",Thiban,Darnaj,34.9184,40.5816,2,Twitter,"New media","On 20 January 2025, armed clashes took place between Tribal and Clan Forces QSD forces on the Euphrates banks of Ashara - Darnaj towns in the countryside of Deir ez Zor. Casualties unknown.",0,,1759187423,3503,10774,11461,11461
